"Sample_Name"	"Sample_ID"	"Stream"	"Region"	"LeafLeafLeaf"	"Vegetation"	"Delta13_C_VPDB_corr"	"log_molar_CN"	"Shredder"	"Species"	"Order"	"T"	"Species_All_1"	"Type"	"EA_C_Percent_corr"	"EA_N_Percent_corr"	"Delta15_N_Air_corr"	"Delta13_C_VPDB_corr_corr"
"485"	"MZB-TI2F-283-Auricollis"	"TI2F283"	"TI2"	"South"	"no-leaf"	"forested"	-27.91	1.88745728288983	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	45.35	8.01	-2.79	-29
"486"	"MZB-TI2A-261-Auricollis"	"TI2A261"	"TI2"	"South"	"no-leaf"	"non-forested"	-24.71	1.5515012558776	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	45.6	11.27	-6.19	-25.8
"487"	"MZB-TI4A-355-Limnephilini"	"TI4A355"	"TI4"	"South"	"no-leaf"	"non-forested"	-27.45	1.79653137354393	"Y"	"Limnephilini"	"Trichoptera"	"sample"	"Limnephilini"	"MZB"	44.2	8.55	-2.87	-28.54
"488"	"MZB-TG2F-85-Auricollis"	"TG2F85"	"TG2"	"North"	"no-leaf"	"forested"	-29.42	2.07075429262171	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	42.64	6.27	0.99	-30.51
"489"	"MZB-TG3F-141-Auricollis"	"TG3F141"	"TG3"	"North"	"no-leaf"	"forested"	-27.73	1.86285889928391	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	44.69	8.09	-1.15	-28.82
"490"	"MZB-TG4A-166-Auricollis"	"TG4A166"	"TG4"	"North"	"no-leaf"	"non-forested"	-29.43	1.96860682572606	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	40.71	6.63	1.71	-30.52
"491"	"MZB-TI4A-352-Limnephilini"	"TI4A352"	"TI4"	"South"	"no-leaf"	"non-forested"	-25.62	1.73210714776772	"Y"	"Limnephilini"	"Trichoptera"	"sample"	"Limnephilini"	"MZB"	41.83	8.63	-2.71	-26.71
"492"	"MZB-TG2A-70-Auricollis"	"TG2A70"	"TG2"	"North"	"no-leaf"	"non-forested"	-26.92	1.50509808952297	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	43.88	11.36	-0.97	-28.01
"493"	"MZB-TG3F-144-Auricollis"	"TG3F144"	"TG3"	"North"	"no-leaf"	"forested"	-27.63	1.96935738969931	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	39.02	6.35	-0.87	-28.72
"494"	"MZB-TG4F-181-Auricollis"	"TG4F181"	"TG4"	"North"	"no-leaf"	"forested"	-27.56	1.86498281956571	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	44.01	7.95	-1.61	-28.65
"495"	"MZB-TI4A-358-Limnephilini"	"TI4A358"	"TI4"	"South"	"no-leaf"	"non-forested"	-24.6	1.55426011081604	"Y"	"Limnephilini"	"Trichoptera"	"sample"	"Limnephilini"	"MZB"	39.64	9.77	-2.57	-25.69
"496"	"MZB-TG4F-184-Auricollis"	"TG4F184"	"TG4"	"North"	"no-leaf"	"forested"	-27.79	1.88932898418557	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	43.79	7.72	-1.98	-28.88
"497"	"MZB-TG3F-135-Auricollis"	"TG3F135"	"TG3"	"North"	"no-leaf"	"forested"	-28.48	1.78115166595816	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	42.66	8.38	-1.63	-29.57
"498"	"MZB-TG4A-160-Auricollis"	"TG4A160"	"TG4"	"North"	"no-leaf"	"non-forested"	-28.47	1.88599260543721	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	42.57	7.53	1.07	-29.56
"499"	"MZB-TI4A-353-Limnephilini"	"TI4A353"	"TI4"	"South"	"no-leaf"	"non-forested"	-26.03	1.62121220460654	"Y"	"Limnephilini"	"Trichoptera"	"sample"	"Limnephilini"	"MZB"	43.99	10.14	-2.74	-27.12
"500"	"MZB-TG4F-189-Auricollis"	"TG4F189"	"TG4"	"North"	"no-leaf"	"forested"	-27.65	1.82771430098062	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	43.36	8.13	-1.27	-28.74
"501"	"MZB-TG4F-191-Auricollis"	"TG4F191"	"TG4"	"North"	"no-leaf"	"forested"	-27.94	1.88711108134128	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	43.41	7.67	-1.52	-29.03
"502"	"MZB-TG4F-183-Auricollis"	"TG4F183"	"TG4"	"North"	"no-leaf"	"forested"	-27.46	1.86853629550087	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	44.5	8.01	-2.28	-28.55
"503"	"MZB-TI4A-360-Limnephilini"	"TI4A360"	"TI4"	"South"	"no-leaf"	"non-forested"	-27.08	1.69302315177496	"Y"	"Limnephilini"	"Trichoptera"	"sample"	"Limnephilini"	"MZB"	45.96	9.86	-2.83	-28.17
"504"	"MZB-TG1F-40-Capnia"	"TG1F40"	"TG1"	"North"	"no-leaf"	"forested"	-29.13	NA	"Y"	"Capnia"	"Plecoptera"	"sample"	"Capnia"	"MZB"	45.06	NA	NA	-30.22
"505"	"TG1F-48"	NA	"TG1"	"North"	"no-leaf"	"forested"	-27.44	1.66135039822475	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	45.34	10.04	1.91	-28.53
"506"	"MZB-TG4F-192-Auricollis"	"TG4F192"	"TG4"	"North"	"no-leaf"	"forested"	-27.29	1.68372692160372	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	45.35	9.82	-2.26	-28.38
"507"	"MZB-TG2F-96-Limnephilini"	"TG2F96"	"TG2"	"North"	"no-leaf"	"forested"	-35.56	1.53751650393159	"Y"	"Limnephilini"	"Trichoptera"	"sample"	"Limnephilini"	"MZB"	39.7	9.95	3.93	-36.65
"508"	"MZB-TG3F-139-Auricollis"	"TG3F139"	"TG3"	"North"	"no-leaf"	"forested"	-28.35	2.01430025656103	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	45.12	7.02	-0.93	-29.44
"509"	"MZB-TG4F-182-Auricollis"	"TG4F182"	"TG4"	"North"	"no-leaf"	"forested"	-27.39	1.99964094334825	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	43.64	6.89	-1.78	-28.48
"510"	"MZB-TI3F-ML5-Auricollis"	"TG3FML5"	"TI3"	"South"	"no-leaf"	"forested"	-27.12	1.63368570389979	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	44.63	10.16	-1.01	-28.21
"511"	"MZB-TG1A-18-Limnephilini"	"TG1A18"	"TG1"	"North"	"no-leaf"	"non-forested"	-27.24	1.84231310040177	"Y"	"Limnephilini"	"Trichoptera"	"sample"	"Limnephilini"	"MZB"	44.16	8.16	2.75	-28.33
"512"	"MZB-TG4F-184-Leuctra"	"TG4F184"	"TG4"	"North"	"no-leaf"	"forested"	-26.52	1.51734385033653	"Y"	"Leuctra"	"Plecoptera"	"sample"	"Leuctra"	"MZB"	42.27	10.81	0.00999999999999979	-27.61
"513"	"MZB-TI1F-231-Auricollis"	"TI1F231"	"TI1"	"South"	"no-leaf"	"forested"	-27.16	1.79765369807133	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	42.49	8.21	-2.9	-28.25
"514"	"MZB-TG3A-111-Limnephilini"	"TG3A111"	"TG3"	"North"	"no-leaf"	"non-forested"	-28.03	1.74825012962637	"Y"	"Limnephilini"	"Trichoptera"	"sample"	"Limnephilini"	"MZB"	45.22	9.18	0.95	-29.12
"515"	"MZB-TG2A-70-Limnephilini"	"TG2A70"	"TG2"	"North"	"no-leaf"	"non-forested"	-29.41	1.68461875214125	"Y"	"Limnephilini"	"Trichoptera"	"sample"	"Limnephilini"	"MZB"	41.97	9.08	0.88	-30.5
"516"	"MZB-TI1A-200-Auricollis"	NA	"TI1"	"South"	"no-leaf"	"non-forested"	-26.77	1.76955714157941	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	45.59	9.06	-2.9	-27.86
"517"	"MZB-TI3A-Habroleptoides"	NA	"TI3"	"South"	"no-leaf"	"non-forested"	-24.86	NA	"N"	"Habroleptoides"	"Ephemeroptera"	"sample"	"Habroleptoides"	"MZB"	44.65	NA	NA	-24.86
"518"	"MZB-TI3A-Baetis"	NA	"TI3"	"South"	"no-leaf"	"non-forested"	-23.23	NA	"N"	"Baetis"	"Ephemeroptera"	"sample"	"Baetis"	"MZB"	46.15	NA	NA	-23.23
"519"	"MZB-TI3A-Simulium"	NA	"TI3"	"South"	"no-leaf"	"non-forested"	-23.86	1.48435840915151	"N"	"Simulium"	"Diptera"	"sample"	"Simulium"	"MZB"	44.19	11.68	-5.72	-23.86
"520"	"MZB-TI3F-Habroleptoides"	NA	"TI3"	"South"	"no-leaf"	"forested"	-25.33	1.40572833683152	"N"	"Habroleptoides"	"Ephemeroptera"	"sample"	"Habroleptoides"	"MZB"	45.29	12.95	-4.83	-25.33
"521"	"MZB-TI3F-Baetis"	NA	"TI3"	"South"	"no-leaf"	"forested"	-24.39	1.38344412366434	"N"	"Baetis"	"Ephemeroptera"	"sample"	"Baetis"	"MZB"	45.66	13.35	-5.83	-24.39
"522"	"MZB-TI3F-Simulium"	NA	"TI3"	"South"	"no-leaf"	"forested"	-24.21	NA	"N"	"Simulium"	"Diptera"	"sample"	"Simulium"	"MZB"	44.47	NA	NA	-24.21
"523"	"MZB-TI4A-Habroleptoides"	NA	"TI4"	"South"	"no-leaf"	"non-forested"	-22.83	1.3868077556313	"N"	"Habroleptoides"	"Ephemeroptera"	"sample"	"Habroleptoides"	"MZB"	44.75	13.04	-2.64	-22.83
"524"	"MZB-TI4A-Baetis"	NA	"TI4"	"South"	"no-leaf"	"non-forested"	-20.62	1.36084413107126	"N"	"Baetis"	"Ephemeroptera"	"sample"	"Baetis"	"MZB"	46.88	14.02	-2.78	-20.62
"525"	"MZB-TG2F-Simulium"	NA	"TG2"	"North"	"no-leaf"	"forested"	-27	1.4087766675648	"N"	"Simulium"	"Diptera"	"sample"	"Simulium"	"MZB"	43.99	12.54	4.63	-27
"526"	"MZB-TG1F-Habroleptoides"	NA	"TG1"	"North"	"no-leaf"	"forested"	-27.89	NA	"N"	"Habroleptoides"	"Ephemeroptera"	"sample"	"Habroleptoides"	"MZB"	44.9	NA	NA	-27.89
"527"	"MZB-TG1F-Baetis"	NA	"TG1"	"North"	"no-leaf"	"forested"	-34.8	1.35653350856187	"N"	"Baetis"	"Ephemeroptera"	"sample"	"Baetis"	"MZB"	45.28	13.6	8.3	-34.8
"528"	"MZB-TG1F-Simulium"	NA	"TG1"	"North"	"no-leaf"	"forested"	-29.59	1.45026918734025	"N"	"Simulium"	"Diptera"	"sample"	"Simulium"	"MZB"	43.55	11.91	6.69	-29.59
"529"	"MZB-TG1A-Habroleptoides"	NA	"TG1"	"North"	"no-leaf"	"non-forested"	-28.75	1.41453300760158	"N"	"Habroleptoides"	"Ephemeroptera"	"sample"	"Habroleptoides"	"MZB"	43.75	12.4	5.3	-28.75
"530"	"MZB-TG1A-Baetis"	NA	"TG1"	"North"	"no-leaf"	"non-forested"	-34.4	NA	"N"	"Baetis"	"Ephemeroptera"	"sample"	"Baetis"	"MZB"	45.54	NA	NA	-34.4
"531"	"MZB-TG1A-Simulium"	NA	"TG1"	"North"	"no-leaf"	"non-forested"	-29.58	1.42517540525919	"N"	"Simulium"	"Diptera"	"sample"	"Simulium"	"MZB"	42.97	12.05	5.41	-29.58
"532"	"MZB-TG2A-Simulium"	NA	"TG2"	"North"	"no-leaf"	"non-forested"	-28.4	NA	"N"	"Simulium"	"Diptera"	"sample"	"Simulium"	"MZB"	43.16	NA	NA	-28.4
"533"	"MZB-TG3F-Habroleptoides"	NA	"TG3"	"North"	"no-leaf"	"forested"	-28.63	1.42690024518621	"N"	"Habroleptoides"	"Ephemeroptera"	"sample"	"Habroleptoides"	"MZB"	43.58	12.2	2.57	-28.63
"534"	"MZB-TG3F-Baetis"	NA	"TG3"	"North"	"no-leaf"	"forested"	-36.12	NA	"N"	"Baetis"	"Ephemeroptera"	"sample"	"Baetis"	"MZB"	44.46	NA	NA	-36.12
"535"	"MZB-TG3F-Simulium"	NA	"TG3"	"North"	"no-leaf"	"forested"	-29	1.46504901116956	"N"	"Simulium"	"Diptera"	"sample"	"Simulium"	"MZB"	44.05	11.87	3.83	-29
"536"	"MZB-TG3A-Baetis"	NA	"TG3"	"North"	"no-leaf"	"non-forested"	-40.18	NA	"N"	"Baetis"	"Ephemeroptera"	"sample"	"Baetis"	"MZB"	44.2	NA	NA	-40.18
"537"	"MZB-TG3A-Simulium"	NA	"TG3"	"North"	"no-leaf"	"non-forested"	-31.21	1.38410914558941	"N"	"Simulium"	"Diptera"	"sample"	"Simulium"	"MZB"	41.07	12	5.75	-31.21
"538"	"MZB-TG4F-Simulium"	NA	"TG4"	"North"	"no-leaf"	"forested"	-25.94	1.44621724711682	"N"	"Simulium"	"Diptera"	"sample"	"Simulium"	"MZB"	39.55	10.86	0.99	-25.94
"539"	"MZB-TG4F-Habroleptoides"	NA	"TG4"	"North"	"no-leaf"	"forested"	-26.06	1.43338636565035	"N"	"Habroleptoides"	"Ephemeroptera"	"sample"	"Habroleptoides"	"MZB"	43.54	12.11	0.0800000000000001	-26.06
"540"	"MZB-TG4A-Baetis"	NA	"TG4"	"North"	"no-leaf"	"non-forested"	-33.26	NA	"N"	"Baetis"	"Ephemeroptera"	"sample"	"Baetis"	"MZB"	45.48	NA	NA	-33.26
"541"	"MZB-TG4A-Simulium"	NA	"TG4"	"North"	"no-leaf"	"non-forested"	-28.28	1.40036933037701	"N"	"Simulium"	"Diptera"	"sample"	"Simulium"	"MZB"	43.9	12.62	3.29	-28.28
"542"	"Leaf-T0-Ash3"	NA	NA	"T0"	"Ash"	"T0"	-30.01	3.43259639687886	"N"	"Ash"	NA	"T0"	"Ash"	"Leaf"	40.88	1.54	-1.32	-30.01
"543"	"Leaf-T0-Ash5"	NA	NA	"T0"	"Ash"	"T0"	-30.14	3.57439638796237	"N"	"Ash"	NA	"T0"	"Ash"	"Leaf"	40.99	1.34	-1.9	-30.14
"544"	"Leaf-T0-Ash6"	NA	NA	"T0"	"Ash"	"T0"	-28.3	3.54668210731438	"N"	"Ash"	NA	"T0"	"Ash"	"Leaf"	43.44	1.46	-0.9	-28.3
"545"	"Leaf-T0-Ash7"	NA	NA	"T0"	"Ash"	"T0"	-29.87	3.44242674014799	"N"	"Ash"	NA	"T0"	"Ash"	"Leaf"	41.82	1.56	-2.56	-29.87
"546"	"Leaf-T0-Ash8"	NA	NA	"T0"	"Ash"	"T0"	-29.43	3.48354256841707	"N"	"Ash"	NA	"T0"	"Ash"	"Leaf"	41.62	1.49	-1.5	-29.43
"547"	"Leaf-TG2A-69-Alder"	"TG2A69"	"TG2"	"North"	"Alder"	"non-forested"	-30.7	2.87457947179072	"N"	"Alder"	NA	"sample"	"Alder"	"Leaf"	44.06	2.9	-0.98	-30.7
"548"	"Leaf-TI1F-235"	"TI1F235"	"TI1"	"South"	"Ash"	"forested"	-30.93	2.86609378022237	"N"	NA	NA	"sample"	"Ash"	"Leaf"	46.55	3.09	-2.03	-30.93
"549"	"MZB-TI2F-288-Nemoura"	"TI2F288"	"TI2"	"South"	"no-leaf"	"forested"	-26.96	1.53936770308629	"Y"	"Nemoura"	"Plecoptera"	"sample"	"Nemoura"	"MZB"	45.13	11.29	-3.66	-28.05
"550"	"MZB-TG2A-66-Nemoura"	"TG2A66"	"TG2"	"North"	"no-leaf"	"non-forested"	-30.58	1.45196584013766	"Y"	"Nemoura"	"Plecoptera"	"sample"	"Nemoura"	"MZB"	44.21	12.07	2.9	-31.67
"551"	"MZB-TG1F-44-Nemoura"	"TG1F44"	"TG1"	"North"	"no-leaf"	"forested"	-27.73	1.46917413697066	"Y"	"Nemoura"	"Plecoptera"	"sample"	"Nemoura"	"MZB"	45.35	12.17	3.92	-28.82
"552"	"MZB-TG4F-189-Nemoura"	"TG4F189"	"TG4"	"North"	"no-leaf"	"forested"	-27.38	1.42647230261495	"Y"	"Nemoura"	"Plecoptera"	"sample"	"Nemoura"	"MZB"	43.24	12.11	-1.21	-28.47
"553"	"MZB-TG1F-39-Nemoura"	"TG1F39"	"TG1"	"North"	"no-leaf"	"forested"	-27.64	1.51338766830639	"Y"	"Nemoura"	"Plecoptera"	"sample"	"Nemoura"	"MZB"	44.44	11.41	3.56	-28.73
"554"	"MZB-TG1F-42-Nemoura"	"TG1F42"	"TG1"	"North"	"no-leaf"	"forested"	-28.02	1.51200937909553	"Y"	"Nemoura"	"Plecoptera"	"sample"	"Nemoura"	"MZB"	45.04	11.58	4.24	-29.11
"555"	"MZB-TG1F-47-Nemoura"	"TG1F47"	"TG1"	"North"	"no-leaf"	"forested"	-27.99	1.52121595672936	"Y"	"Nemoura"	"Plecoptera"	"sample"	"Nemoura"	"MZB"	44.75	11.4	4.05	-29.08
"556"	"MZB-TG1F-40-Nemoura"	"TG1F40"	"TG1"	"North"	"no-leaf"	"forested"	-28.74	1.47782044934174	"Y"	"Nemoura"	"Plecoptera"	"sample"	"Nemoura"	"MZB"	45.18	12.02	4.26	-29.83
"557"	"MZB-TG2A-72-Nemoura"	"TG2A72"	"TG2"	"North"	"no-leaf"	"non-forested"	-30.79	1.50148158068672	"Y"	"Nemoura"	"Plecoptera"	"sample"	"Nemoura"	"MZB"	42.49	11.04	2.73	-31.88
"558"	"MZB-TI2F-285-Nemoura"	"TI2F285"	"TI2"	"South"	"no-leaf"	"forested"	-26.8	1.51914546285312	"Y"	"Nemoura"	"Plecoptera"	"sample"	"Nemoura"	"MZB"	45.01	11.49	-4.15	-27.89
"559"	"MZB-TG1A-19-Auricollis"	"TG1A19"	"TG1"	"North"	"no-leaf"	"non-forested"	-27.56	1.5004894296132	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	45.37	11.8	1.93	-28.65
"560"	"MZB-TG1F-44-Capnia"	"TG1F44"	"TG1"	"North"	"no-leaf"	"forested"	-28.15	1.41266418361198	"Y"	"Capnia"	"Plecoptera"	"sample"	"Capnia"	"MZB"	45.57	12.94	4.73	-29.24
"561"	"MZB-TG2F-96-Capnia"	"TG2F96"	"TG2"	"North"	"no-leaf"	"forested"	-29.91	1.4422766465496	"Y"	"Capnia"	"Plecoptera"	"sample"	"Capnia"	"MZB"	45.67	12.59	4.59	-31
"562"	"MZB-TG2A-65-Capnia"	"TG2A65"	"TG2"	"North"	"no-leaf"	"non-forested"	-29.08	1.39666487220503	"Y"	"Capnia"	"Plecoptera"	"sample"	"Capnia"	"MZB"	45.02	12.99	2.07	-30.17
"563"	"MZB-TI2F-Habroleptoides-fresh"	NA	"TI2"	"South"	"no-leaf"	"forested"	-26.49	1.73383131256743	"N"	"Habroleptoides"	"Ephemeroptera"	"fresh"	"Habroleptoides"	"MZB"	48.02	9.89	-3.83	-26.49
"564"	"MZB-TI2A-Habroleptoides-fresh"	NA	"TI2"	"South"	"no-leaf"	"non-forested"	-27.01	1.80379262511651	"N"	"Habroleptoides"	"Ephemeroptera"	"fresh"	"Habroleptoides"	"MZB"	48.74	9.36	-1.53	-27.01
"565"	"MZB-TG3F-140-Auricollis"	"TG3F140"	"TG3"	"North"	"no-leaf"	"forested"	-27.68	1.8031409153371	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	45.69	8.78	-1.27	-28.77
"566"	"MZB-TI4F-382-Auricollis"	"TI4F382"	"TI4"	"South"	"no-leaf"	"forested"	-26.99	1.84389699031317	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	44.23	8.16	-2.49	-28.08
"567"	"MZB-TI3F-332-Auricollis"	"TI3F332"	"TI3"	"South"	"no-leaf"	"forested"	-25.88	1.6959670301496	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	41.14	8.8	-5.94	-26.97
"568"	"MZB-TI1F-234-Auricollis"	"TI1F234"	"TI1"	"South"	"no-leaf"	"forested"	-27.48	1.70692753262641	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	45.8	9.69	-3.08	-28.57
"569"	"MZB-TI3A-306-Auricollis"	"TI3A306"	"TI3"	"South"	"no-leaf"	"non-forested"	-25.75	1.59263362923629	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	44.69	10.6	-6.38	-26.84
"570"	"MZB-TI3A-303-Auricollis"	"TI3A303"	"TI3"	"South"	"no-leaf"	"non-forested"	-25.73	1.58165872832177	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	41.45	9.94	-5.42	-26.82
"571"	"MZB-TG2A-69-Limnephilini"	"TG2A69"	"TG2"	"North"	"no-leaf"	"non-forested"	-33.79	1.60096222183206	"Y"	"Limnephilini"	"Trichoptera"	"sample"	"Limnephilini"	"MZB"	40.94	9.63	3.43	-34.88
"572"	"MZB-TI4A-349-Limnephilini"	"TI4A349"	"TI4"	"South"	"no-leaf"	"non-forested"	-26.56	1.65161701365456	"Y"	"Limnephilini"	"Trichoptera"	"sample"	"Limnephilini"	"MZB"	44.23	9.89	-3.14	-27.65
"573"	"MZB-TI3A-312-Auricollis"	"TI3A312"	"TI3"	"South"	"no-leaf"	"non-forested"	-26.11	1.75827438130379	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	42.74	8.59	-5.51	-27.2
"575"	"MZB-TI2A-254-Auricollis"	"TI2A254"	"TI2"	"South"	"no-leaf"	"non-forested"	-27.56	1.60564826440198	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	45.19	10.58	-2.3	-28.65
"576"	"MZB-TI4A-360-Auricollis"	"TI4A360"	"TI4"	"South"	"no-leaf"	"non-forested"	-27.44	1.58846563208086	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	44.84	10.68	-2.29	-28.53
"577"	"MZB-TG3A-119-Auricollis"	"TG3A119"	"TG3"	"North"	"no-leaf"	"non-forested"	-27.9	1.91546642658347	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	42.97	7.38	2.36	-28.99
"578"	"MZB-TI1F-239-Auricollis"	"TI1F239"	"TI1"	"South"	"no-leaf"	"forested"	-27.76	1.84923318585644	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	45.72	8.39	-3.08	-28.85
"579"	"MZB-TI3F-327-Auricollis"	"TI3F327"	"TI3"	"South"	"no-leaf"	"forested"	-26.09	1.64401192115932	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	41.01	9.24	-4.39	-27.18
"580"	"MZB-TG3A-113-Limnephilini"	"TG3A113"	"TG3"	"North"	"no-leaf"	"non-forested"	-27.89	1.76472668300093	"Y"	"Limnephilini"	"Trichoptera"	"sample"	"Limnephilini"	"MZB"	45.17	9.02	1.51	-28.98
"581"	"MZB-TI4A-349-Auricollis"	"TI4A349"	"TI4"	"South"	"no-leaf"	"non-forested"	-26.63	1.67431184415871	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	45.84	10.02	-2.04	-27.72
"582"	"MZB-TI4F-374-Auricollis"	"TI4F374"	"TI4"	"South"	"no-leaf"	"forested"	-26.39	1.74786086504163	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	44.71	9.08	-3.52	-27.48
"583"	"MZB-TI3A-311-Auricollis"	"TI3A311"	"TI3"	"South"	"no-leaf"	"non-forested"	-27.34	1.88178152225089	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	45.6	8.1	-3.48	-28.43
"584"	"MZB-TI4F-374-Limnephilini"	"TI4F374"	"TI4"	"South"	"no-leaf"	"forested"	-26.65	1.77361144623625	"Y"	"Limnephilini"	"Trichoptera"	"sample"	"Limnephilini"	"MZB"	44.31	8.77	-3.03	-27.74
"585"	"MZB-TG3A-114-Limnephilini"	"TG3A114"	"TG3"	"North"	"no-leaf"	"non-forested"	-28.1	1.72134373060215	"Y"	"Limnephilini"	"Trichoptera"	"sample"	"Limnephilini"	"MZB"	43.54	9.08	-1.41	-29.19
"586"	"MZB-TI2A-260-Auricollis"	"TI2A260"	"TI2"	"South"	"no-leaf"	"non-forested"	-26.75	1.63107896644376	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	44.47	10.15	-2.52	-27.84
"587"	"MZB-TI3F-330-Auricollis"	"TI3F330"	"TI3"	"South"	"no-leaf"	"forested"	-27.09	1.75456740530645	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	41.64	8.4	-4.98	-28.18
"588"	"MZB-TI3F-325-Auricollis"	"TI3F325"	"TI3"	"South"	"no-leaf"	"forested"	-26.62	1.67754358935213	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	41.72	9.09	-4.34	-27.71
"589"	"MZB-TI3F-326-Auricollis"	"TI3F326"	"TI3"	"South"	"no-leaf"	"forested"	-27.38	1.66290951870696	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	44.28	9.79	-3.04	-28.47
"591"	"MZB-TI3F-331-Auricollis"	"TI3F331"	"TI3"	"South"	"no-leaf"	"forested"	-27.5	1.61734970206941	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	41.53	9.61	-4.31	-28.59
"592"	"MZB-TI2F-278-Auricollis"	"TI2F278"	"TI2"	"South"	"no-leaf"	"forested"	-26.94	1.79570809351384	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	45.3	8.77	-3.36	-28.03
"593"	"MZB-TI1F-230-Auricollis"	"TI1F230"	"TI1"	"South"	"no-leaf"	"forested"	-26.83	1.73587106302475	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	45.88	9.43	-2.66	-27.92
"594"	"MZB-TG3F-134-Auricollis"	"TG3F134"	"TG3"	"North"	"no-leaf"	"forested"	-26.67	1.63708749805224	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	47.03	10.67	-2.19	-27.76
"595"	"MZB-TI4A-351-Auricollis"	"TI4A351"	"TI4"	"South"	"no-leaf"	"non-forested"	-26.96	1.60691316681265	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	47.3	11.06	-2.46	-28.05
"596"	"MZB-TI1A-215-Auricollis"	"TI1A215"	"TI1"	"South"	"no-leaf"	"non-forested"	-25.8	1.61228387937727	"Y"	"Auricollis"	"Trichoptera"	"sample"	"Auricollis"	"MZB"	43.47	10.11	-1.67	-26.89
"613"	"MZB-TI4F-Habroleptoides"	NA	"TI4"	"South"	"no-leaf"	"forested"	-24.09	1.40132103753753	"N"	"Habroleptoides"	"Ephemeroptera"	"sample"	"Habroleptoides"	"MZB"	41.4	11.89	-2.31	-24.09
"614"	"MZB-TI4F-Baetis"	NA	"TI4"	"South"	"no-leaf"	"forested"	-24.16	1.35674581471863	"N"	"Baetis"	"Ephemeroptera"	"sample"	"Baetis"	"MZB"	44.89	13.48	-2.6	-24.16
